LSTAT - RM,PTRATIO - RM,LSTAT - ZN,AGE - LSTAT,AGE + LSTAT,LSTAT * PTRATIO,AGE * LSTAT,B - LSTAT,LSTAT + RAD,PTRATIO * RM,RAD * RM,DIS - RAD,LSTAT / ZN,RAD - RM,INDUS * RM,LSTAT * RAD,LSTAT + PTRATIO,INDUS - RM,AGE - B,RM / ZN,CHAS / LSTAT,AGE / LSTAT,DIS - RM,DIS + LSTAT,DIS + INDUS,RAD / DIS,DIS / RAD,AGE * PTRATIO,RAD + RM,RM / RAD,DIS * RM,DIS + PTRATIO,NOX * RM,ZN / LSTAT,LSTAT - RAD,LSTAT + ZN,RM / DIS,INDUS / NOX,NOX - RM,DIS * INDUS,RM + ZN,B / AGE,AGE + RM,AGE / B,DIS * LSTAT,INDUS + RM,LSTAT * RM,AGE - RAD,RM / NOX,LSTAT / RAD,NOX / AGE,B / LSTAT,LSTAT / DIS,AGE + RAD,LSTAT * ZN,RM - ZN,B * RM,RM,INDUS / LSTAT,LSTAT / CHAS,B * TAX,B + NOX,DIS * ZN,RM * TAX,B - TAX,DIS / RM,LSTAT * NOX,B + LSTAT,AGE / NOX,RM * ZN,INDUS * NOX,NOX + PTRATIO,INDUS / RM,AGE - ZN,LSTAT + TAX,B * LSTAT,LSTAT - TAX,RM / INDUS,DIS / INDUS,ZN / AGE,RAD / RM,CHAS * RM,DIS / PTRATIO,AGE * RM,DIS * NOX,DIS / LSTAT,TAX / B,DIS - PTRATIO,ZN / RM,RAD / LSTAT,AGE * TAX,NOX / RM,DIS + RAD,DIS * RAD,PTRATIO + RM,INDUS - LSTAT,LSTAT / NOX,INDUS + NOX,CHAS / B,RM / TAX,MEDV
-0.11218000724011046,-6.40609180005833,-1.0134868514189754,-0.8727473618668451,-3.953244527945068,12.066554418215407,3.7166135850205215,-2.3627198277650585,-2.4594337703530598,11.187718250531544,1.3126594813429682,-1.2553908172003423,2.923994835960923,0.5088833884850527,-1.4755329846125873,1.4157736823108493,-9.374408958896442,2.4613053612152966,1.4899724658982132,2.7110332624330136,0.8800021393432684,1.5666276025034873,-0.7465074287152897,-3.7148245875534025,-1.1413392190979952,0.4226962798291595,2.3657648475263806,18.903797218686663,-2.3472537631129495,1.5536244442451435,3.1054436577334052,-10.008736380371621,-1.2591977071230627,0.34199786801995713,-0.6210633957251631,-2.067010314659248,0.6567112728340676,1.1718040592559482,2.3098173436538953,-2.2468519205477575,-1.954830307419137,1.6174782303483246,-3.8410645207049576,0.6182463425085168,3.3493876096639887,-0.39483179038270544,2.1995806003570935,-1.493810757592008,-1.6195866984574143,1.675667323948116,-0.3654165974527815,2.5339860421121787,0.7082983440641517,-3.332181132219905,0.8113440107271433,-0.901306844178865,5.573706539805602,-1.428068575799001,-0.6708246946590819,1.1363608737886524,9.468561809214295,-3.0212196429492755,1.1454834216775447,3.464479891848123,-1.4769785454997288,1.522739202700837,-1.3581122902849831,-5.443216993843281,-2.7366025707937864,0.7522518758601833,0.9110552624431703,-6.9524116080024365,-0.7235204267681627,-1.8862342132858205,-3.966238448343552,6.011541564387535,0.8857412822653294,-1.3821309848387038,-2.1046250338814105,0.21830195476796208,0.6436561961316644,1.935635633972193,0.27757614092452326,3.4459236824506143,-1.9174297125872946,1.411834445725357,0.621575582981618,5.6595843713430405,0.36886305079951365,0.5967771679427719,5.853903707362564,-0.6174414750086897,-3.0937611918282393,1.998838052037886,-9.262228951656333,2.5734853684554073,-1.7468111543679345,1.9149855532711897,0.34727978951681654,0.5886539742901155,12.0
-1.133517435242089,-6.907071314411538,-1.2868422551499543,-0.6574837032365786,-4.2846916767767596,13.760099753921999,4.481574486254588,-2.0756388636274634,-2.9636525321804355,5.159924028945371,0.7821325493379155,-0.35076360612606794,3.4429304140831847,-0.4699619938823435,0.28098425932915955,2.0857326269353447,-9.40076185270963,0.26692699308966555,1.418155160390885,1.2910705366471695,0.7473638446333445,1.3625288144671064,-0.8207256000084114,-3.314416138306503,-1.9139717099747486,0.7662841377137146,1.3049989563709359,18.748532404660462,-1.830135096938346,0.5913546469339188,1.0206821606297192,-9.087970017475952,3.1228862049739954,0.29045025014433506,-0.6635554413597455,-2.3403657183902267,0.45314568570875613,0.08997582392903726,-3.9118086976245854,0.620074885827673,-1.2068482831481373,1.5738991643744775,-3.15117424153467,0.6353647188048638,2.7218789014194353,-1.093246109966337,1.2334076811999057,-1.321039144596324,0.14810585055343067,1.5769803753136218,1.8582486035289967,2.144482962525926,1.2084150470886488,-3.621136235417014,0.9553371765441951,-0.15332481990786528,2.645021758181807,-0.6800865515280013,0.227811342196124,1.3380363623164007,9.47812549504262,-8.48113809955014,0.7905704077798629,1.6573780375309475,-1.4522323937031931,2.2067958088046673,8.32787953069377,-5.702846837167645,0.5381411282112102,0.3582435695344569,1.8971854135349746,-12.179053115092126,0.6075102610249523,-1.9443259583865329,-4.2506144434644515,7.053546338998074,0.6234064699242705,1.64606273203166,3.632524338077028,0.21316998735027265,1.6910326234601238,0.9218043066218601,0.1978095326411879,1.6805535056199303,6.891572188510525,0.8275302450174146,0.6266027991657174,6.0863457144031265,0.7745510191851627,0.6341233002351885,6.022066539954966,6.751927734544422,-2.650860696946758,1.7260068318086215,-8.267244417467541,1.4004444283317545,0.3949576130040821,-5.0050548075909225,0.3485053776100164,0.279065914411583,19.9
-1.4293086227819163,-8.186361765501488,-1.40220189420364,-0.6763767176963333,-4.339120052046782,15.728597862506096,4.592619340458202,-2.0682557539966946,-3.1885477518370995,3.4530882256093234,0.545670348376944,0.1702622520422219,4.2672429013225965,-0.9551130402685664,0.2875628200276645,2.4854938288175616,-10.41979647707002,-0.31315518826366534,1.3918790363003612,0.9368391478491407,0.7401130379424887,1.36932793589605,-0.7848507882263445,-3.0182854997948776,-1.9021320652766267,1.1434495473579862,0.8745466752866922,21.537608445604494,-1.7592391290551832,0.29624972686832896,0.47721418897558743,-9.775338642514448,5.7283389048226665,0.23434335075935292,-0.4741955825133499,-2.260541440146809,0.33874661609251777,0.05020003613710188,-13.845301851991094,0.8489024136823434,-0.8312328173648931,1.555031375833844,-2.9098114292648667,0.6430738411717105,2.173680364437989,-1.1172812770502822,0.7363268679201197,-1.1505723002096833,0.028220168944738774,1.3493987168448305,5.681337482793006,2.129347904124152,1.5429693519816687,-3.864924469533433,0.7859693626281836,0.027106728578276118,1.5678960729560085,-0.4020630443933085,0.390536910380487,1.3511449585863207,9.50409803585319,-18.14699231755632,0.5093875400822098,0.9799004309389211,-1.4624463755537174,2.952059009578068,26.092220403145276,-5.7309990883471436,0.1760148913928608,0.17255330548254033,10.189975141211061,-22.8357897062792,1.7788708577685863,-2.0785786118999736,-4.268552712793427,7.14166717167384,0.6058093784429772,0.5621543551814655,1.6595128289869943,0.17113749352232793,3.3755305382761067,0.5449651151350375,0.13819924594929206,1.008272950193861,16.910394473898315,0.6481010129693623,0.6249779228616098,7.4015109772751435,1.0674190999552786,0.7410708099220696,6.111836830788621,35.435648948743626,-2.5440899172815277,1.6108510681857604,-8.990487854288105,1.1161534345182509,0.1285410797360835,-14.962583129041377,0.3475773200372879,0.164970528191238,19.4
-1.2583740485165849,-7.533709983817818,-1.0320627089359609,-0.8727647628553323,-3.990413643967526,12.212080665122546,3.7904206796700666,-2.345227865356299,-2.4780096278700454,2.3537765562267468,0.27616954988538817,-1.2900770333207925,2.959259086193856,-0.6187347952744362,-0.3104363972479713,1.4328483353821166,-9.392984816413428,1.3336871774558077,1.4724631025009667,0.5703724739369944,0.8695155226789497,1.559886501743571,-1.908811828595229,-3.768086661190838,-1.1760254352184454,0.4160597953147717,2.403500677693325,19.04945978772831,-1.2196355793534606,0.3268660071834829,0.663773700307791,-10.043422596492071,-0.2649217629823597,0.3379224227663626,-0.6396392532421485,-2.085586172176233,0.1359958040441166,1.1718040592559482,1.1821991598944062,-2.2826909949903067,-0.8272121236596481,1.6055558646317214,-2.7320395954509413,0.6228372503434364,3.4438519451226703,0.7327863933767835,0.4683494142858525,-1.5124040160974808,-0.34074376170713977,1.695876371889008,-0.3626224226599762,2.5044849210342504,0.7055859761672983,-3.3507743907253777,0.8211290615991195,0.22631133958062394,1.1729740458541407,-0.3004503920395121,-0.6628307579317254,1.1500657250132025,9.471191327761906,-3.0223035380575016,1.1637547929445033,0.7288896061146025,-1.478062440607955,7.353168040946346,-1.3744915297624332,-5.462876746468493,-2.757689369191822,0.15826576877668216,0.9110552624431703,-6.9524116080024365,-3.4389596845006447,-1.9048274717912932,-3.984814305860538,6.08573215166563,0.867165424748344,-0.2907856130175034,-2.1381954764072977,0.2166326988461328,3.0593575900312575,0.40723708575914297,0.2820037010530271,0.730571929444009,-1.94801424091305,1.4172617282332358,0.6214030128721535,5.62489815522259,1.7532402871714736,0.5896656245561798,5.899010764059826,-2.9347565894969296,-3.1284474079486895,2.030721108099774,-8.134610767896843,2.5920612259723925,-1.767878218132794,1.9149855532711897,0.3471833730665366,0.12384651574041435,13.4
-0.9151671554456023,-6.7560636227190916,-1.219499667045914,-0.7076362665624409,-4.2001590638945405,13.249160906875703,4.28514676906526,-2.144588219360258,-2.896309944076395,6.305643224787088,0.9557987255145872,-0.4957081397974299,3.315087816450061,-0.3189543021898972,0.343374530549603,2.0082853814421253,-9.333419264605588,0.4179346847821119,1.4369519527978172,1.5777422567586497,0.7761850827317422,1.4052292899006968,-0.8146624419873271,-3.3920180838738245,-2.0589162436461104,0.6987962168084115,1.431032361003994,18.618108972949013,-1.9811427886307924,0.7226601403368653,1.3677789068177482,-9.232914551147314,3.816297707042038,0.30165113425889367,-0.5962128532557052,-2.273023130286186,0.5049921721056373,0.08997582392903726,-3.760801005932139,0.6799601053573834,-1.3578559748405836,1.5855794123607097,-3.2849919084489385,0.6306842736505626,2.873921370974931,-1.2442538016587834,1.4513077955894413,-1.303849119818146,0.1809915510101896,1.518424074909788,1.8712659921476469,2.228102631712804,1.0610689990577717,-3.603946210638836,0.9198636782227293,-0.3043325116003116,3.2336627187781426,-0.8310942432204477,0.23659662794696365,1.2883525105643012,9.482041204555372,-8.482744867178894,0.8669216413254626,2.0253853612267174,-1.4538391613319472,1.9802287148934539,8.018649420313187,-5.637111016692359,0.5343975705197863,0.43778864269832957,1.8971854135349746,-12.179053115092126,0.497127205258171,-1.927135933608355,-4.183271855360411,6.7944404959738876,0.6907490580283109,2.011557584100983,3.9833440896984706,0.2146632840824222,1.3837763343829281,1.126483461388813,0.21691346276000756,2.0394202230234963,7.55714230406669,0.9424457795751257,0.6263440368920172,5.941401180731765,0.6338170862295488,0.6585775453141519,5.9801742698197105,5.525119788291671,-2.79580523061812,1.8927000819225521,-8.418252109159987,1.3331018402277142,0.3802920807020401,-5.0050548075909225,0.3483614586169522,0.34103023273349864,18.2
-2.08601742535994,-8.16391737410718,-1.3968040028342439,-0.5914115631459569,-4.438543032054717,15.39134521361924,4.837724152594683,-1.9663509514593018,-3.0400950297374316,-1.2998516299589173,-0.18138207196432538,-0.23116003221744497,3.6516808624995596,-1.278980986188612,-0.08504787090538464,2.1477174939209744,-9.925031417656,-0.6859788418468601,1.374939388313345,-0.3083969110776429,0.704640358224785,1.30745586311544,-1.5101410184060569,-3.271255061954877,-1.8712164784417964,0.8284767657497386,1.2070344532776844,20.123504540780242,-0.9540776043774913,-0.14549702510436785,-0.21893441006783312,-9.349155010702116,-1.3859477410448295,0.27384649361595753,-0.8070364391713283,-2.450327466074516,-0.12054090478467519,0.061364413957823036,-8.693897152132164,0.7055519539803312,-0.36431004071457573,1.546700516790049,-2.3525256066947766,0.6465375741099214,2.592369011069822,-0.3610754600357394,-0.31248650613011003,-1.3984480023172852,-0.0190415201789503,1.7228081184978996,3.392255456686179,2.0222426591608307,1.427306498020532,-3.6315065928833885,1.013260817166348,0.6892134225256964,-0.6319235431084309,0.1624516909055603,0.27216493908371603,1.4191636745294018,9.484389312367027,-12.421362147140286,0.7099111638401383,-0.39608948093415225,-1.451718112995072,-8.295939057254643,16.41079615458184,-5.813482420368062,0.29478911973713157,-0.08557333400603205,4.466443335727047,-16.532911144428223,-3.222663599393663,-1.9882155659802008,-4.36176430737299,7.4825104469058985,0.5146328384642298,-0.3103023226464431,2.5742491579994593,0.20944989528245256,-6.872992759011262,-0.2201906036199322,0.16843030775347234,-0.4085623145842713,11.497737996247645,0.70062036527323,0.6267996900159609,6.6537763557011225,-3.2425746305488676,0.580447694239966,6.132014057931843,-52.51681539089843,-2.464218622783548,1.5047346150946193,-7.839013992296059,1.4000385835130802,0.2254677408648429,-9.054972612167903,0.34844500734505784,-0.06662775243572548,24.6
-1.4326680343068108,-7.440565052493506,-1.2995016260505,-0.6704748253377601,-4.323001540679032,14.30724003254346,4.559701457325397,-2.062529910266403,-2.9427926529536874,3.0834888864196324,0.4394607090221166,-0.1512999557658412,3.466962856344337,-0.7229339719192265,0.33123411259290286,2.039076539741255,-9.660423733527967,-0.4479647586057518,1.3920550849286433,0.7471980209216466,0.7421832357867986,1.3671293203806805,-0.8742339276850677,-3.094092608719529,-2.10938933301847,0.8806621982883983,1.1355091679233416,19.559847342214407,-1.5101246186468769,0.35251679022362303,0.49901166403670527,-9.101989626906224,2.5709094546246054,0.28843689460648797,-0.7097340623875843,-2.353025089290772,0.31044821141190604,0.12883927592123948,-6.138264437195755,1.0669544884361337,-0.9203570549839613,1.5575494837233248,-2.8903335063722215,0.6420341764099194,2.315390104973599,-1.2351554053334022,0.7188087168098791,-1.3802088877253444,0.06025777309862301,1.635660940904967,2.6161572747243933,2.129371567141949,1.4404647598718383,-3.613267478291448,0.9620056486809881,0.13316640825631088,1.5306108437887456,-0.3935953233638252,0.46080981608423155,1.3473761623568423,9.500125295194966,-10.42065302849662,0.6678439316811751,0.96153347064981,-1.4458438384769656,3.2211491747755288,11.928896138153254,-5.715056625607676,0.38224001655456585,0.20733095409271596,5.496952435510301,-14.36602013641691,2.1381353690314797,-1.96997645138826,-4.2692127871307095,7.101960650789662,0.6166860717894378,0.46769723492903736,1.5065225623364653,0.21097996386045764,2.8367443132726775,0.5334877793537126,0.16183345632749419,0.982704472495999,8.281282868186652,0.6942203848770119,0.628202442542293,6.566331124808438,1.3383333092431504,0.6113736502424072,6.099405119691543,16.595369337053242,-2.3843585463319448,1.4155685002128595,-8.227755699221156,0.984703275701059,0.2795931671249141,-7.373419842529157,0.3485456682334497,0.16111480598712816,21.1
-1.9921518856082596,-8.611611692225367,-1.46946337453344,-0.59802524808872,-4.3929091739658475,16.16032681178064,4.7350042033404325,-1.9913513049984757,-3.154313899496054,-0.8066351079800146,-0.11903824391707093,0.30811477838259727,4.433497409320041,-1.351581859227186,-0.14090860656527218,2.384841554464038,-10.414343732494235,-1.5825013028474164,1.3933260569097556,-0.2212959368426249,0.7143417689022316,1.3151744610741927,-1.0434670808445887,-2.8461991211134565,-2.4365485383526133,1.324756209455444,0.7548558692252224,21.25364910546643,-1.1621620138877942,-0.07535367758238105,-0.08985671708306463,-9.465658927730564,-1.6657133041752326,0.22555556204855626,-0.6405700263810736,-2.3254205513436874,-0.09982525228256278,0.08459355293139247,-17.6822367331863,1.4115527218145156,-0.33326866573542757,1.5583427627310635,-2.4007572883575876,0.6417073470071863,1.800211644559382,-1.3930814575080246,-0.17970658158014755,-1.2385952744697937,-0.005385062020946767,1.5096541721947927,7.047789180638652,2.049492603143695,1.9999237387453697,-3.752339147584774,0.8120645328790933,0.5226885110748196,-0.3683073096847514,0.094709922669696,0.7841037613996803,1.399890141572927,9.47573229339256,-21.476320078453643,0.4060477492949472,-0.23077747026188292,-1.4521164788879446,-10.017505361964183,33.37131139458124,-5.786235230875603,0.14188846663392712,-0.04053381901213491,26.16657078733116,-26.104428580072273,-15.708928254185597,-2.06748862262216,-4.334118751987658,7.378759531776728,0.5392348261105311,-0.06365806653509624,0.6376950228475994,0.171502389017142,-13.270752431515257,-0.12837191736933576,0.11139698259363506,-0.23634550658115597,16.68629195607047,0.5000190660406577,0.6265894382042386,7.568144611380779,-4.518835791870648,0.662403362583473,6.080647030943261,-185.69888259600515,-2.205629094732383,1.1924662467180585,-8.422191846885976,0.4096505827608432,0.10788566143387329,-19.075318190694325,0.3485456682334497,-0.03886847984736467,24.7
-1.2922133854329663,-7.602863038891931,-0.9967489907782303,-0.8852435784600843,-3.932265023256817,11.935427333607059,3.66976300498103,-2.3805415835140296,-2.442695909712315,1.8120204322956592,0.21260508600375883,-1.3395701340211406,2.8922198233963896,-0.6878878503485482,-0.23898491692147983,1.4003884887425513,-9.357671098255697,1.2645341223816957,1.4952980050539453,0.43909290117566047,0.8896701731518508,1.581055036532005,-2.027457984369689,-3.7822660437334554,-1.2255185359187935,0.4069432304737828,2.4573452145542567,18.8705674989612,-1.1504825242793486,0.25163301166906255,0.5224440906812329,-10.09291569719242,-1.7458280567827296,0.3457551849657405,-0.604325535084418,-2.0502724540185024,0.10240035066245538,0.1368891489588552,7.779278994202934,-2.333829087258219,-0.7580590685855363,1.6207764754259242,-2.6400516378238508,0.6169882245713184,3.4412379513283757,0.8019394484508954,0.3523839729289752,-1.4895691135445022,-0.03064360082852296,1.6574578696708373,-3.1335622958919163,2.562536809564749,0.6744912598580445,-3.327939488172399,0.8025271462724078,0.29546439465473584,0.9029969017311671,-0.2312973369654002,-0.678194626546334,1.1240120554534065,9.471191327761906,3.643929351325138,1.1898258643726685,0.5611249953499671,-1.478062440607955,9.765591558336777,-11.499430987267575,-5.427563028310763,-0.319125616653926,0.12183858573902032,7.798852303905273,-0.28617871861979705,-4.467136539366459,-1.8819925692383146,-3.9495005877028073,5.947865548861603,0.9024791429060746,-0.22385704828754185,-2.186096501031007,0.21868636889715343,3.97404137623707,0.3135055102116585,0.28832130221586155,0.557138455192514,-17.049043733624924,1.4825989001109712,0.6214030128721535,5.575405054522242,2.2774223799166977,0.6033335859080358,5.843613521891085,-32.63324064282953,-3.1779405086490375,2.0762144331377717,-8.065457712822731,2.556747507814662,-0.2018434585009249,8.58121844265383,0.3471833730665366,0.0953414275439994,8.7
-2.359723499446633,-8.59076382566495,-1.0763583180188774,-0.8056342512194372,-4.0118743504974645,12.559099570624397,3.8615223143603865,-2.3009322562733825,-2.522305236952962,-5.927352766719815,-0.6954586837337964,-1.5787893750962172,3.043349494482777,-1.675788637121568,0.7817505163141044,1.473564203114183,-9.437280425496343,0.276633335608676,1.4952980050539453,-1.4363295668433815,0.8454900482967989,1.5025414356216478,-3.2545780122177854,-4.101094612049179,-1.46473777699387,0.36797219681335525,2.717596624582007,18.8705674989612,-0.16258173750632876,-0.823124067108363,-1.8899761714512104,-10.332134938267497,-0.1743121094572851,0.32858533067361423,-0.6839348623250651,-2.1298817812591495,-0.30288677122380797,-4.484774573310245,-0.9869911244892605,-2.580999206916357,0.22984171818748356,1.6207764754259242,-1.652150851050831,0.6169882245713184,4.004553104487978,1.7898402352239153,-1.21292616001264,-1.4895691135445022,-3.284044820770578,1.7440664533810275,0.09564598373505075,2.4352838122082625,0.6417679642390939,-3.327939488172399,0.8444622933428052,1.2833651814277558,-2.953819442882711,0.7566034498076196,-0.6445161643689487,1.1827460323329109,9.471191327761906,-4.134439980594037,1.3158374060382305,-1.8355123012876624,-1.478062440607955,-3.3015638020753433,0.36933910047184904,-5.507172355551409,10.455222069439982,-0.3985497433704304,-0.23804502038759393,-8.064548050538972,1.3656252633780814,-1.8819925692383146,-4.029109914943454,6.258664526447585,0.8228698156654275,0.7322653049976157,-2.4176206244957887,0.21868636889715343,-1.2148836851691176,-1.0255169976095377,0.31885670481143297,-1.8224718137684446,0.5755025508475675,1.5581955717992881,0.6214030128721535,5.336185813447165,-0.696219045464404,0.5733726476198262,5.843613521891085,-0.30450254322818804,-3.417159749724114,2.2961012160544665,-7.077556926049711,2.636356835055309,6.95835856607464,0.8028491107346547,0.3471833730665366,-0.31187411811906823,27.5
